Name,PD Notation,Crossing Number,Determinant,Volume
10_33,[[6;2;7;1];[14;6;15;5];[20;15;1;16];[16;7;17;8];[8;19;9;20];[18;9;19;10];[10;17;11;18];[2;14;3;13];[12;4;13;3];[4;12;5;11]],10,65,11.53567393
10_34,[[1;7;2;6];[3;14;4;15];[5;9;6;8];[7;3;8;2];[9;20;10;1];[11;18;12;19];[13;16;14;17];[15;4;16;5];[17;12;18;13];[19;10;20;11]],10,37,8.422266668
10_35,[[1;11;2;10];[3;18;4;19];[5;3;6;2];[7;14;8;15];[9;12;10;13];[11;1;12;20];[13;8;14;9];[15;6;16;7];[17;4;18;5];[19;17;20;16]],10,49,10.39449679
10_36,[[2;15;3;16];[4;14;5;13];[6;12;7;11];[8;18;9;17];[10;8;11;7];[12;6;13;5];[14;20;15;19];[16;1;17;2];[18;10;19;9];[20;4;1;3]],10,51,10.47618554
10_37,[[4;2;5;1];[10;4;11;3];[12;8;13;7];[8;12;9;11];[18;15;19;16];[16;5;17;6];[6;17;7;18];[20;13;1;14];[14;19;15;20];[2;10;3;9]],10,53,10.96581053
10_38,[[2;16;3;15];[4;12;5;11];[6;10;7;9];[8;17;9;18];[10;6;11;5];[12;20;13;19];[14;2;15;1];[16;14;17;13];[18;7;19;8];[20;4;1;3]],10,59,11.34931355
10_39,[[1;14;2;15];[3;17;4;16];[5;19;6;18];[7;11;8;10];[9;1;10;20];[11;7;12;6];[13;2;14;3];[15;13;16;12];[17;5;18;4];[19;9;20;8]],10,61,11.58951873
10_40,[[2;11;3;12];[4;18;5;17];[6;19;7;20];[8;13;9;14];[10;1;11;2];[12;9;13;10];[14;5;15;6];[16;4;17;3];[18;16;19;15];[20;7;1;8]],10,75,12.88874033
10_41,[[1;14;2;15];[3;17;4;16];[5;10;6;11];[7;19;8;18];[9;6;10;7];[11;1;12;20];[13;2;14;3];[15;13;16;12];[17;9;18;8];[19;5;20;4]],10,71,12.3766155
10_42,[[1;9;2;8];[3;18;4;19];[5;14;6;15];[7;11;8;10];[9;3;10;2];[11;20;12;1];[13;17;14;16];[15;4;16;5];[17;13;18;12];[19;6;20;7]],10,81,13.23984837
10_43,[[4;2;5;1];[10;4;11;3];[14;8;15;7];[20;11;1;12];[12;19;13;20];[8;14;9;13];[18;15;19;16];[16;5;17;6];[6;17;7;18];[2;10;3;9]],10,73,12.60259611
10_44,[[1;14;2;15];[3;17;4;16];[5;20;6;1];[7;19;8;18];[9;7;10;6];[11;5;12;4];[13;2;14;3];[15;13;16;12];[17;10;18;11];[19;9;20;8]],10,79,12.96899421
10_45,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[20;14;1;13];[14;7;15;8];[6;19;7;20];[18;15;19;16];[16;10;17;9];[8;18;9;17]],10,89,13.71607598
10_46,[[1;15;2;14];[3;9;4;8];[5;11;6;10];[7;16;8;17];[9;5;10;4];[11;19;12;18];[13;1;14;20];[15;3;16;2];[17;6;18;7];[19;13;20;12]],10,31,7.716999809
10_47,[[2;9;3;10];[4;11;5;12];[6;17;7;18];[8;1;9;2];[10;3;11;4];[12;5;13;6];[14;20;15;19];[16;14;17;13];[18;7;19;8];[20;16;1;15]],10,41,9.385194157
10_48,[[6;2;7;1];[8;4;9;3];[14;6;15;5];[20;15;1;16];[16;9;17;10];[18;11;19;12];[10;17;11;18];[12;19;13;20];[2;8;3;7];[4;14;5;13]],10,49,10.37890145
10_49,[[1;7;2;6];[3;17;4;16];[5;9;6;8];[7;3;8;2];[9;15;10;14];[11;19;12;18];[13;1;14;20];[15;5;16;4];[17;11;18;10];[19;13;20;12]],10,59,11.45319337
10_50,[[1;10;2;11];[3;19;4;18];[5;13;6;12];[7;15;8;14];[9;17;10;16];[11;20;12;1];[13;9;14;8];[15;7;16;6];[17;3;18;2];[19;5;20;4]],10,53,11.19888979
10_51,[[2;18;3;17];[4;11;5;12];[6;13;7;14];[8;15;9;16];[10;19;11;20];[12;7;13;8];[14;5;15;6];[16;2;17;1];[18;9;19;10];[20;4;1;3]],10,67,12.63137952
10_52,[[1;13;2;12];[3;19;4;18];[5;10;6;11];[7;14;8;15];[9;16;10;17];[11;1;12;20];[13;8;14;9];[15;6;16;7];[17;3;18;2];[19;5;20;4]],10,59,11.53754818
10_53,[[1;7;2;6];[3;17;4;16];[5;9;6;8];[7;3;8;2];[9;15;10;14];[11;19;12;18];[13;1;14;20];[15;5;16;4];[17;13;18;12];[19;11;20;10]],10,73,12.88684742
10_54,[[2;16;3;15];[4;9;5;10];[6;11;7;12];[8;19;9;20];[10;5;11;6];[12;18;13;17];[14;2;15;1];[16;14;17;13];[18;7;19;8];[20;4;1;3]],10,47,10.59131113
10_55,[[2;10;3;9];[4;18;5;17];[6;12;7;11];[8;2;9;1];[10;8;11;7];[12;6;13;5];[14;20;15;19];[16;14;17;13];[18;4;19;3];[20;16;1;15]],10,61,12.18554063
10_56,[[2;16;3;15];[4;10;5;9];[6;12;7;11];[8;17;9;18];[10;6;11;5];[12;20;13;19];[14;2;15;1];[16;14;17;13];[18;7;19;8];[20;4;1;3]],10,65,12.39880216
10_57,[[1;4;2;5];[3;16;4;17];[5;20;6;1];[7;13;8;12];[9;7;10;6];[11;18;12;19];[13;9;14;8];[15;2;16;3];[17;10;18;11];[19;14;20;15]],10,79,13.5885585
10_58,[[2;15;3;16];[4;10;5;9];[6;13;7;14];[8;6;9;5];[10;20;11;19];[12;7;13;8];[14;18;15;17];[16;1;17;2];[18;12;19;11];[20;4;1;3]],10,65,12.7213307
10_59,[[1;4;2;5];[3;17;4;16];[5;20;6;1];[7;14;8;15];[9;7;10;6];[11;19;12;18];[13;8;14;9];[15;11;16;10];[17;3;18;2];[19;13;20;12]],10,75,13.38994414
10_60,[[2;15;3;16];[4;8;5;7];[6;11;7;12];[8;14;9;13];[10;17;11;18];[12;5;13;6];[14;20;15;19];[16;1;17;2];[18;9;19;10];[20;4;1;3]],10,85,13.98004154
10_61,[[1;9;2;8];[3;16;4;17];[5;14;6;15];[7;1;8;20];[9;3;10;2];[11;19;12;18];[13;6;14;7];[15;4;16;5];[17;11;18;10];[19;13;20;12]],10,33,8.458580268
10_62,[[2;11;3;12];[4;18;5;17];[6;13;7;14];[8;19;9;20];[10;1;11;2];[12;5;13;6];[14;7;15;8];[16;4;17;3];[18;16;19;15];[20;9;1;10]],10,45,10.14146904
10_63,[[1;9;2;8];[3;19;4;18];[5;17;6;16];[7;11;8;10];[9;3;10;2];[11;15;12;14];[13;1;14;20];[15;7;16;6];[17;5;18;4];[19;13;20;12]],10,57,11.51169129
10_64,[[2;11;3;12];[4;18;5;17];[6;14;7;13];[8;16;9;15];[10;1;11;2];[12;19;13;20];[14;8;15;7];[16;4;17;3];[18;6;19;5];[20;9;1;10]],10,51,10.86809271
10_65,[[1;9;2;8];[3;16;4;17];[5;14;6;15];[7;11;8;10];[9;3;10;2];[11;18;12;19];[13;20;14;1];[15;4;16;5];[17;6;18;7];[19;12;20;13]],10,63,12.07646143
10_66,[[1;11;2;10];[3;13;4;12];[5;19;6;18];[7;15;8;14];[9;5;10;4];[11;3;12;2];[13;17;14;16];[15;9;16;8];[17;1;18;20];[19;7;20;6]],10,75,13.02926887
10_67,[[1;14;2;15];[3;19;4;18];[5;17;6;16];[7;11;8;10];[9;1;10;20];[11;7;12;6];[13;2;14;3];[15;13;16;12];[17;5;18;4];[19;9;20;8]],10,63,12.42163051
10_68,[[1;11;2;10];[3;16;4;17];[5;14;6;15];[7;18;8;19];[9;13;10;12];[11;3;12;2];[13;20;14;1];[15;4;16;5];[17;8;18;9];[19;6;20;7]],10,57,11.63703523
10_69,[[2;13;3;14];[4;17;5;18];[6;2;7;1];[8;19;9;20];[10;7;11;8];[12;3;13;4];[14;12;15;11];[16;5;17;6];[18;16;19;15];[20;9;1;10]],10,87,14.12650517
10_70,[[2;15;3;16];[4;11;5;12];[6;13;7;14];[8;20;9;19];[10;7;11;8];[12;5;13;6];[14;18;15;17];[16;1;17;2];[18;10;19;9];[20;4;1;3]],10,67,12.51088773
10_71,[[1;4;2;5];[3;8;4;9];[11;15;12;14];[5;13;6;12];[13;7;14;6];[9;19;10;18];[15;20;16;1];[19;16;20;17];[17;11;18;10];[7;2;8;3]],10,77,13.38522875
10_72,[[2;15;3;16];[4;12;5;11];[6;14;7;13];[8;18;9;17];[10;8;11;7];[12;6;13;5];[14;20;15;19];[16;1;17;2];[18;10;19;9];[20;4;1;3]],10,73,12.92959469
10_73,[[2;15;3;16];[4;7;5;8];[6;13;7;14];[8;12;9;11];[10;17;11;18];[12;5;13;6];[14;20;15;19];[16;1;17;2];[18;9;19;10];[20;4;1;3]],10,83,13.70688084
10_74,[[1;12;2;13];[3;15;4;14];[5;17;6;16];[7;1;8;20];[9;19;10;18];[11;2;12;3];[13;11;14;10];[15;7;16;6];[17;5;18;4];[19;9;20;8]],10,63,12.006037
10_75,[[1;14;2;15];[3;17;4;16];[5;18;6;19];[7;5;8;4];[9;20;10;1];[11;9;12;8];[13;2;14;3];[15;13;16;12];[17;6;18;7];[19;10;20;11]],10,81,13.43074878
10_76,[[2;11;3;12];[4;18;5;17];[6;20;7;19];[8;14;9;13];[10;16;11;15];[12;1;13;2];[14;10;15;9];[16;8;17;7];[18;6;19;5];[20;4;1;3]],10,57,11.51286041
10_77,[[1;7;2;6];[3;14;4;15];[5;9;6;8];[7;3;8;2];[9;18;10;19];[11;20;12;1];[13;16;14;17];[15;4;16;5];[17;12;18;13];[19;10;20;11]],10,63,12.07471168
10_78,[[1;7;2;6];[3;17;4;16];[5;9;6;8];[7;3;8;2];[9;13;10;12];[11;1;12;20];[13;18;14;19];[15;5;16;4];[17;14;18;15];[19;11;20;10]],10,69,12.5020992
10_79,[[6;2;7;1];[8;4;9;3];[12;6;13;5];[18;13;19;14];[16;9;17;10];[10;17;11;18];[20;15;1;16];[14;19;15;20];[2;8;3;7];[4;12;5;11]],10,61,12.54029522
10_80,[[1;17;2;16];[3;11;4;10];[5;19;6;18];[7;13;8;12];[9;5;10;4];[11;15;12;14];[13;9;14;8];[15;1;16;20];[17;3;18;2];[19;7;20;6]],10,71,13.39404447
10_81,[[4;2;5;1];[8;4;9;3];[12;6;13;5];[16;9;17;10];[20;17;1;18];[18;13;19;14];[14;19;15;20];[10;15;11;16];[6;12;7;11];[2;8;3;7]],10,85,14.49266703
10_82,[[1;12;2;13];[3;15;4;14];[5;19;6;18];[7;1;8;20];[9;2;10;3];[11;16;12;17];[13;9;14;8];[15;10;16;11];[17;5;18;4];[19;7;20;6]],10,63,12.43147953
10_83,[[2;7;3;8];[4;10;5;9];[6;1;7;2];[8;16;9;15];[10;17;11;18];[12;19;13;20];[14;6;15;5];[16;3;17;4];[18;13;19;14];[20;11;1;12]],10,83,14.25805185
10_84,[[2;10;3;9];[4;2;5;1];[6;13;7;14];[8;12;9;11];[10;4;11;3];[12;17;13;18];[14;20;15;19];[16;7;17;8];[18;6;19;5];[20;16;1;15]],10,87,14.70989878
10_85,[[2;7;3;8];[4;10;5;9];[6;1;7;2];[8;16;9;15];[10;17;11;18];[12;19;13;20];[14;6;15;5];[16;3;17;4];[18;11;19;12];[20;13;1;14]],10,57,11.79777366
10_86,[[2;7;3;8];[4;10;5;9];[6;1;7;2];[8;15;9;16];[10;18;11;17];[12;20;13;19];[14;4;15;3];[16;5;17;6];[18;14;19;13];[20;12;1;11]],10,85,14.34125614
10_87,[[2;11;3;12];[4;14;5;13];[6;1;7;2];[8;16;9;15];[10;8;11;7];[12;19;13;20];[14;18;15;17];[16;10;17;9];[18;4;19;3];[20;5;1;6]],10,81,14.2736446
10_88,[[4;2;5;1];[20;14;1;13];[8;3;9;4];[2;9;3;10];[14;7;15;8];[18;15;19;16];[12;6;13;5];[10;18;11;17];[16;12;17;11];[6;19;7;20]],10,101,15.64664917
10_89,[[2;7;3;8];[4;13;5;14];[6;12;7;11];[8;1;9;2];[10;15;11;16];[12;19;13;20];[14;18;15;17];[16;9;17;10];[18;5;19;6];[20;4;1;3]],10,99,15.56605892
10_90,[[2;9;3;10];[4;13;5;14];[6;20;7;19];[8;16;9;15];[10;3;11;4];[12;18;13;17];[14;1;15;2];[16;12;17;11];[18;8;19;7];[20;6;1;5]],10,77,13.86614986
10_91,[[6;2;7;1];[20;6;1;5];[16;9;17;10];[10;3;11;4];[2;18;3;17];[14;7;15;8];[8;15;9;16];[12;20;13;19];[18;12;19;11];[4;13;5;14]],10,73,13.48702242
10_92,[[1;9;2;8];[3;19;4;18];[5;12;6;13];[7;11;8;10];[9;3;10;2];[11;17;12;16];[13;4;14;5];[15;1;16;20];[17;7;18;6];[19;15;20;14]],10,89,14.85535017
10_93,[[2;17;3;18];[4;12;5;11];[6;20;7;19];[8;15;9;16];[10;6;11;5];[12;4;13;3];[14;7;15;8];[16;1;17;2];[18;13;19;14];[20;10;1;9]],10,67,13.01646716
10_94,[[1;9;2;8];[3;10;4;11];[5;14;6;15];[7;1;8;20];[9;17;10;16];[11;4;12;5];[13;19;14;18];[15;2;16;3];[17;13;18;12];[19;7;20;6]],10,71,13.31156653
10_95,[[2;16;3;15];[4;11;5;12];[6;17;7;18];[8;13;9;14];[10;19;11;20];[12;7;13;8];[14;2;15;1];[16;9;17;10];[18;5;19;6];[20;4;1;3]],10,91,15.04785288
10_96,[[1;16;2;17];[3;10;4;11];[5;1;6;20];[7;12;8;13];[9;4;10;5];[11;19;12;18];[13;6;14;7];[15;2;16;3];[17;15;18;14];[19;9;20;8]],10,93,15.17785143
10_97,[[2;12;3;11];[4;18;5;17];[6;13;7;14];[8;6;9;5];[10;20;11;19];[12;7;13;8];[14;2;15;1];[16;10;17;9];[18;4;19;3];[20;16;1;15]],10,87,14.85274671
10_98,[[1;10;2;11];[3;17;4;16];[5;13;6;12];[7;19;8;18];[9;15;10;14];[11;20;12;1];[13;7;14;6];[15;3;16;2];[17;9;18;8];[19;5;20;4]],10,81,14.41291902
10_99,[[6;2;7;1];[10;4;11;3];[16;11;17;12];[14;7;15;8];[8;15;9;16];[20;13;1;14];[12;19;13;20];[18;6;19;5];[2;10;3;9];[4;18;5;17]],10,81,14.33434452
10_100,[[2;9;3;10];[4;17;5;18];[6;12;7;11];[8;1;9;2];[10;16;11;15];[12;19;13;20];[14;8;15;7];[16;3;17;4];[18;5;19;6];[20;13;1;14]],10,65,12.81088257
10_101,[[2;12;3;11];[4;18;5;17];[6;14;7;13];[8;20;9;19];[10;6;11;5];[12;2;13;1];[14;10;15;9];[16;4;17;3];[18;16;19;15];[20;8;1;7]],10,85,14.68750684
10_102,[[2;9;3;10];[4;12;5;11];[6;18;7;17];[8;16;9;15];[10;19;11;20];[12;6;13;5];[14;1;15;2];[16;8;17;7];[18;4;19;3];[20;13;1;14]],10,73,13.7273433
10_103,[[2;9;3;10];[4;17;5;18];[6;12;7;11];[8;1;9;2];[10;16;11;15];[12;19;13;20];[14;8;15;7];[16;5;17;6];[18;3;19;4];[20;13;1;14]],10,75,13.87478957
10_104,[[6;2;7;1];[16;4;17;3];[18;9;19;10];[14;7;15;8];[20;13;1;14];[8;17;9;18];[10;19;11;20];[12;6;13;5];[4;12;5;11];[2;16;3;15]],10,77,14.10712669
10_105,[[1;11;2;10];[3;16;4;17];[5;1;6;20];[7;18;8;19];[9;13;10;12];[11;3;12;2];[13;7;14;6];[15;4;16;5];[17;8;18;9];[19;15;20;14]],10,91,15.1816955
10_106,[[1;15;2;14];[3;10;4;11];[5;17;6;16];[7;13;8;12];[9;2;10;3];[11;18;12;19];[13;1;14;20];[15;5;16;4];[17;7;18;6];[19;8;20;9]],10,75,13.93301899
10_107,[[1;11;2;10];[3;16;4;17];[5;1;6;20];[7;14;8;15];[9;13;10;12];[11;3;12;2];[13;18;14;19];[15;4;16;5];[17;8;18;9];[19;7;20;6]],10,93,15.3528527
10_108,[[1;15;2;14];[3;11;4;10];[5;12;6;13];[7;16;8;17];[9;3;10;2];[11;18;12;19];[13;1;14;20];[15;8;16;9];[17;6;18;7];[19;5;20;4]],10,63,12.90462395
10_109,[[6;2;7;1];[10;4;11;3];[18;11;19;12];[16;7;17;8];[8;17;9;18];[20;15;1;16];[12;19;13;20];[14;6;15;5];[2;10;3;9];[4;14;5;13]],10,85,14.9002086
10_110,[[1;14;2;15];[3;10;4;11];[5;1;6;20];[7;17;8;16];[9;4;10;5];[11;19;12;18];[13;2;14;3];[15;7;16;6];[17;13;18;12];[19;9;20;8]],10,83,14.77746267
10_111,[[1;9;2;8];[3;19;4;18];[5;11;6;10];[7;14;8;15];[9;3;10;2];[11;17;12;16];[13;1;14;20];[15;6;16;7];[17;5;18;4];[19;13;20;12]],10,77,14.26502301
10_112,[[2;10;3;9];[4;11;5;12];[6;19;7;20];[8;14;9;13];[10;15;11;16];[12;18;13;17];[14;1;15;2];[16;4;17;3];[18;5;19;6];[20;7;1;8]],10,87,14.75588408
10_113,[[2;8;3;7];[4;14;5;13];[6;11;7;12];[8;16;9;15];[10;2;11;1];[12;19;13;20];[14;18;15;17];[16;10;17;9];[18;4;19;3];[20;5;1;6]],10,111,16.47347366
10_114,[[1;8;2;9];[3;11;4;10];[5;14;6;15];[7;12;8;13];[9;17;10;16];[11;18;12;19];[13;6;14;7];[15;1;16;20];[17;2;18;3];[19;5;20;4]],10,93,15.30490434
10_115,[[6;2;7;1];[14;6;15;5];[20;15;1;16];[16;7;17;8];[8;19;9;20];[18;11;19;12];[10;4;11;3];[4;10;5;9];[12;17;13;18];[2;14;3;13]],10,109,16.63803806
10_116,[[2;16;3;15];[4;17;5;18];[6;12;7;11];[8;1;9;2];[10;4;11;3];[12;19;13;20];[14;8;15;7];[16;9;17;10];[18;5;19;6];[20;13;1;14]],10,95,15.42386651
10_117,[[1;14;2;15];[3;8;4;9];[5;18;6;19];[7;17;8;16];[9;20;10;1];[11;4;12;5];[13;7;14;6];[15;2;16;3];[17;13;18;12];[19;10;20;11]],10,103,16.12544352
10_118,[[6;2;7;1];[18;6;19;5];[20;13;1;14];[12;19;13;20];[14;7;15;8];[8;3;9;4];[2;16;3;15];[10;18;11;17];[16;10;17;9];[4;11;5;12]],10,97,15.54521491
10_119,[[1;16;2;17];[3;10;4;11];[5;1;6;20];[7;2;8;3];[9;14;10;15];[11;19;12;18];[13;4;14;5];[15;8;16;9];[17;7;18;6];[19;13;20;12]],10,101,15.93869413
10_120,[[2;10;3;9];[4;18;5;17];[6;12;7;11];[8;4;9;3];[10;16;11;15];[12;20;13;19];[14;8;15;7];[16;2;17;1];[18;14;19;13];[20;6;1;5]],10,105,16.27136828
10_121,[[2;11;3;12];[4;10;5;9];[6;2;7;1];[8;16;9;15];[10;17;11;18];[12;8;13;7];[14;20;15;19];[16;3;17;4];[18;6;19;5];[20;14;1;13]],10,115,16.97487703
10_122,[[1;8;2;9];[3;11;4;10];[5;12;6;13];[7;16;8;17];[9;15;10;14];[11;18;12;19];[13;1;14;20];[15;2;16;3];[17;6;18;7];[19;5;20;4]],10,105,16.41082316
10_123,[[8;2;9;1];[10;3;11;4];[12;6;13;5];[4;18;5;17];[18;11;19;12];[2;15;3;16];[16;10;17;9];[20;14;1;13];[14;7;15;8];[6;19;7;20]],10,121,17.08570948
10_124,[[1;9;2;8];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;3;10;2];[11;5;12;4];[14;20;15;19];[16;14;17;13];[17;7;18;6];[20;16;1;15]],10,1,0
10_126,[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[10;17;11;18];[12;19;13;20];[14;9;15;10];[16;3;17;4];[18;11;19;12];[20;13;1;14]],10,19,6.904256124
10_127,[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[9;15;10;14];[11;19;12;18];[13;1;14;20];[16;3;17;4];[17;11;18;10];[19;13;20;12]],10,29,8.89681676
10_129,[[1;7;2;6];[3;17;4;16];[5;9;6;8];[7;3;8;2];[10;19;11;20];[12;17;13;18];[14;9;15;10];[15;5;16;4];[18;11;19;12];[20;13;1;14]],10,25,8.901516637
10_130,[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[10;19;11;20];[12;17;13;18];[14;9;15;10];[16;3;17;4];[18;11;19;12];[20;13;1;14]],10,17,6.77819889
10_131,[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[9;15;10;14];[11;19;12;18];[13;1;14;20];[16;3;17;4];[17;13;18;12];[19;11;20;10]],10,31,9.465021657
10_133,[[2;16;3;15];[4;2;5;1];[7;13;8;12];[9;7;10;6];[11;18;12;19];[13;9;14;8];[14;20;15;19];[16;4;17;3];[17;10;18;11];[20;6;1;5]],10,19,7.798300232
10_134,[[2;16;3;15];[4;2;5;1];[7;13;8;12];[9;7;10;6];[10;18;11;17];[13;9;14;8];[14;20;15;19];[16;4;17;3];[18;12;19;11];[20;6;1;5]],10,23,8.392922508
10_135,[[1;4;2;5];[3;16;4;17];[5;20;6;1];[7;13;8;12];[9;7;10;6];[10;18;11;17];[13;9;14;8];[15;2;16;3];[18;12;19;11];[19;14;20;15]],10,37,10.68717497
10_136,[[2;17;3;18];[4;2;5;1];[7;14;8;15];[9;7;10;6];[12;19;13;20];[13;8;14;9];[15;11;16;10];[16;3;17;4];[18;11;19;12];[20;6;1;5]],10,15,7.746274546
10_137,[[1;15;2;14];[4;8;5;7];[6;19;7;20];[9;17;10;16];[11;8;12;9];[13;3;14;2];[15;11;16;10];[17;12;18;13];[18;4;19;3];[20;5;1;6]],10,25,9.250556263
10_138,[[1;15;2;14];[4;8;5;7];[6;19;7;20];[8;12;9;11];[10;15;11;16];[12;18;13;17];[13;3;14;2];[16;9;17;10];[18;4;19;3];[20;5;1;6]],10,35,10.46724624
10_141,[[2;11;3;12];[4;9;5;10];[5;19;6;18];[7;15;8;14];[10;1;11;2];[12;3;13;4];[13;17;14;16];[15;9;16;8];[17;1;18;20];[19;7;20;6]],10,21,7.936474229
10_142,[[1;15;2;14];[4;12;5;11];[6;18;7;17];[8;16;9;15];[10;4;11;3];[12;6;13;5];[13;1;14;20];[16;8;17;7];[18;10;19;9];[19;3;20;2]],10,15,6.770816781
10_143,[[2;11;3;12];[4;9;5;10];[6;19;7;20];[7;15;8;14];[10;1;11;2];[12;3;13;4];[13;17;14;16];[15;9;16;8];[18;5;19;6];[20;17;1;18]],10,27,9.07089927
10_144,[[1;9;2;8];[3;16;4;17];[5;14;6;15];[7;11;8;10];[9;3;10;2];[12;20;13;19];[15;4;16;5];[17;6;18;7];[18;12;19;11];[20;14;1;13]],10,39,10.79659498
10_146,[[1;14;2;15];[4;10;5;9];[6;14;7;13];[8;17;9;18];[10;4;11;3];[12;8;13;7];[15;20;16;1];[16;11;17;12];[18;5;19;6];[19;3;20;2]],10,33,10.56101675
10_147,[[2;8;3;7];[3;18;4;19];[6;11;7;12];[8;16;9;15];[10;2;11;1];[13;4;14;5];[14;18;15;17];[16;10;17;9];[19;13;20;12];[20;5;1;6]],10,27,9.417590916
10_148,[[2;17;3;18];[4;9;5;10];[6;19;7;20];[7;13;8;12];[10;3;11;4];[11;15;12;14];[13;9;14;8];[16;1;17;2];[18;5;19;6];[20;15;1;16]],10,31,10.26024344
10_149,[[1;17;2;16];[4;9;5;10];[5;19;6;18];[7;13;8;12];[10;3;11;4];[11;15;12;14];[13;9;14;8];[15;1;16;20];[17;3;18;2];[19;7;20;6]],10,41,11.44272678
10_150,[[1;17;2;16];[3;7;4;6];[5;1;6;20];[8;14;9;13];[10;8;11;7];[11;18;12;19];[14;10;15;9];[15;3;16;2];[17;12;18;13];[19;5;20;4]],10,29,10.08136286
10_151,[[2;15;3;16];[4;19;5;20];[6;3;7;4];[8;14;9;13];[10;8;11;7];[11;18;12;19];[14;10;15;9];[16;1;17;2];[17;12;18;13];[20;5;1;6]],10,43,11.84304475
10_152,[[1;7;2;6];[3;9;4;8];[5;19;6;18];[7;3;8;2];[10;16;11;15];[12;20;13;19];[14;10;15;9];[16;12;17;11];[17;5;18;4];[20;14;1;13]],10,11,8.536065347
10_153,[[2;17;3;18];[3;11;4;10];[6;19;7;20];[7;13;8;12];[9;5;10;4];[11;15;12;14];[13;9;14;8];[16;1;17;2];[18;5;19;6];[20;15;1;16]],10,1,7.374343889
10_154,[[1;17;2;16];[3;7;4;6];[5;1;6;20];[8;14;9;13];[10;8;11;7];[12;18;13;17];[14;10;15;9];[15;3;16;2];[18;12;19;11];[19;5;20;4]],10,13,9.249887444
10_155,[[1;11;2;10];[3;13;4;12];[5;14;6;15];[6;19;7;20];[9;16;10;17];[11;3;12;2];[13;19;14;18];[15;8;16;9];[17;4;18;5];[20;7;1;8]],10,25,9.250541613
10_156,[[1;13;2;12];[3;8;4;9];[5;14;6;15];[7;18;8;19];[10;15;11;16];[11;1;12;20];[13;6;14;7];[16;9;17;10];[17;4;18;5];[19;3;20;2]],10,35,11.16339064
10_157,[[2;8;3;7];[3;10;4;11];[5;18;6;19];[8;15;9;16];[11;4;12;5];[14;1;15;2];[16;9;17;10];[17;13;18;12];[19;6;20;7];[20;13;1;14]],10,49,12.66533329
10_158,[[3;9;4;8];[4;11;5;12];[6;20;7;19];[9;17;10;16];[12;5;13;6];[14;1;15;2];[15;11;16;10];[17;3;18;2];[18;8;19;7];[20;13;1;14]],10,45,12.27123636
10_159,[[2;10;3;9];[4;11;5;12];[5;19;6;18];[7;1;8;20];[8;14;9;13];[10;15;11;16];[12;18;13;17];[14;1;15;2];[16;4;17;3];[19;7;20;6]],10,39,11.74064104
10_160,[[1;13;2;12];[4;18;5;17];[6;14;7;13];[8;4;9;3];[10;15;11;16];[11;1;12;20];[14;6;15;5];[16;9;17;10];[18;8;19;7];[19;3;20;2]],10,21,9.203916606
10_162,[[2;9;3;10];[5;12;6;13];[6;18;7;17];[8;16;9;15];[10;19;11;20];[11;4;12;5];[14;1;15;2];[16;8;17;7];[18;4;19;3];[20;13;1;14]],10,35,10.69336055
10_163,[[1;8;2;9];[3;11;4;10];[6;14;7;13];[9;17;10;16];[11;18;12;19];[12;8;13;7];[14;6;15;5];[15;1;16;20];[17;2;18;3];[19;5;20;4]],10,51,13.29000307
10_164,[[2;12;3;11];[3;16;4;17];[6;14;7;13];[8;15;9;16];[9;5;10;4];[12;2;13;1];[14;19;15;20];[17;10;18;11];[18;5;19;6];[20;8;1;7]],10,45,12.50668793
10_165,[[1;8;2;9];[3;12;4;13];[4;17;5;18];[7;2;8;3];[9;14;10;15];[11;17;12;16];[13;6;14;7];[15;20;16;1];[18;5;19;6];[19;11;20;10]],10,39,11.60308465
11a_1,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;12;17;11];[14;7;15;8];[6;15;7;16];[20;14;21;13];[22;18;1;17];[18;22;19;21];[12;20;13;19]],11,127,15.64387484
11a_2,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[14;8;15;7];[18;12;19;11];[22;20;1;19];[20;16;21;15];[16;22;17;21];[12;18;13;17];[6;14;7;13]],11,137,16.58812851
11a_3,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[14;8;15;7];[20;15;21;16];[18;11;19;12];[12;19;13;20];[22;17;1;18];[16;21;17;22];[6;14;7;13]],11,115,15.55002981
11a_4,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[14;8;15;7];[20;17;21;18];[18;11;19;12];[12;19;13;20];[22;15;1;16];[16;21;17;22];[6;14;7;13]],11,97,14.18462244
11a_5,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;14;17;13];[14;7;15;8];[6;15;7;16];[20;12;21;11];[22;17;1;18];[18;21;19;22];[12;20;13;19]],11,125,15.5012281
